ref,monthly,year,month,date,locality,ml,wgt,sex,mat,prey,rostral,length,SL,TL,DML
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.5,,,22.78
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.45,,,21.122
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.5,,,22.78
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.4,,,19.464
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.4,,,19.464
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.5,,,22.78
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.4,,,19.464
,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Pterygioteuthis,,0.4,,,19.464
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,0.7,34.0099,42.64166,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,65.8,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,59.5,,M,4,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1.3,51.1231,66.30674,
,,1997,2,2/17/97,Guaymas,74,,F,5,Triphoturus,,1.2,48.2709,62.36256,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,69.2,,F,3,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/17/97,Guaymas,60.9,,M,5,Triphoturus,,1.1,45.4187,58.41838,
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,55.2,,M,4,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,55.2,,M,4,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.3,,,16.148
,,1997,2,2/19/97,Guaymas,51.2,,M,3,Pterygioteuthis,,0.2,,,12.832
,,1997,2,2/19/97,Guaymas,43,,F,2,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/19/97,Guaymas,45.6,,F,2,Triphoturus,,0.7,34.0099,42.64166,
,,1997,2,2/19/97,Guaymas,47,,M,2,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/19/97,Guaymas,50.6,,F,2,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/19/97,Guaymas,53,,F,2,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/19/97,Guaymas,53.8,,F,2,Triphoturus,,0.9,39.7143,50.53002,
,,1997,2,2/19/97,Guaymas,43,,F,2,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/19/97,Guaymas,47,,M,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,53,,F,2,Triphoturus,,0.7,34.0099,42.64166,
,,1997,2,2/19/97,Guaymas,53.8,,F,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,43,,F,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,47,,M,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,53,,F,2,Triphoturus,,1,42.5665,54.4742,
,,1997,2,2/19/97,Guaymas,43,,F,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,47,,M,2,Triphoturus,,0.8,36.8621,46.58584,
,,1997,2,2/19/97,Guaymas,47,,M,2,Triphoturus,,0.9,39.7143,50.53002,
,26,2000,10,10/29/00,IMECOCAL,29,,F,2,Triphoturus,,0.25,21.175,24.89285,
,2,2010,6,6/5/10,Guaymas Basin,29,0.5,F,3,Benthosema,,2.2,41.2815,51.69788,
,5,2010,6,6/5/10,Guaymas Basin,34.5,0.8,F,5,Benthosema,,2.05,38.44125,47.94617,
,9,2010,6,6/5/10,Guaymas Basin,30,0.63,F,5,Benthosema,,2.1,39.388,49.19674,
,23,2010,6,6/5/10,Guaymas Basin,29,0.43,M,5,Benthosema,,2.1,39.388,49.19674,
,25,2010,6,6/5/10,Guaymas Basin,33,0.85,F,3,Benthosema,,2.1,39.388,49.19674,
,12,2010,6,6/5/10,Rosalia - Marcos,22.5,0.21,F,2,Benthosema,,2.1,39.388,49.19674,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Benthosema,,1.4,26.1335,31.68876,
,16,2010,6,6/5/10,Rosalia - Marcos,28.5,0.44,M,5,Benthosema,,1.5,28.027,34.1899,
,21,2010,6,6/5/10,Rosalia - Marcos,27,0.38,F,2,Benthosema,,1.7,31.814,39.19218,
,5,2010,6,6/5/10,Guaymas Basin,34.5,0.8,F,5,Benthosema,,2.2,41.2815,51.69788,
,9,2010,6,6/5/10,Guaymas Basin,30,0.63,F,5,Benthosema,,1.8,33.7075,41.69332,
,16,2010,6,6/5/10,Rosalia - Marcos,28.5,0.44,M,5,Benthosema,,1.05,19.50625,22.93477,
,21,2010,6,6/5/10,Rosalia - Marcos,27,0.38,F,2,Benthosema,,1.4,26.1335,31.68876,
,5,2010,6,6/5/10,Guaymas Basin,34.5,0.8,F,5,Benthosema,,1.6,29.9205,36.69104,
,5,2010,6,6/5/10,Guaymas Basin,34.5,0.8,F,5,Benthosema,,1.6,29.9205,36.69104,
,4,2010,6,6/5/10,Guaymas Basin,27.5,0.4,F,4,Pterygioteuthis,,0.5,,,22.78
,8,2010,6,6/5/10,Guaymas Basin,32.5,0.65,F,5,Pterygioteuthis,,0.5,,,22.78
,9,2010,6,6/5/10,Guaymas Basin,30,0.63,F,5,Pterygioteuthis,URL,0.4,,,18.892
,15,2010,6,6/5/10,Guaymas Basin,27,0.35,F,2,Pterygioteuthis,,0.4,,,19.464
,22,2010,6,6/5/10,Guaymas Basin,31.5,0.65,F,5,Pterygioteuthis,,0.3,,,16.148
,23,2010,6,6/5/10,Guaymas Basin,29,0.43,M,5,Pterygioteuthis,,0.3,,,16.148
,25,2010,6,6/5/10,Guaymas Basin,33,0.85,F,3,Pterygioteuthis,,0.3,,,16.148
,11,2010,6,6/5/10,Rosalia - Marcos,20,0.17,M,2,Pterygioteuthis,,0.4,,,19.464
,12,2010,6,6/5/10,Rosalia - Marcos,22.5,0.21,F,2,Pterygioteuthis,,0.3,,,16.148
,13,2010,6,6/5/10,Rosalia - Marcos,22,0.25,F,2,Pterygioteuthis,,0.4,,,19.464
,16,2010,6,6/5/10,Rosalia - Marcos,28.5,0.44,M,5,Pterygioteuthis,,0.45,,,21.122
,17,2010,6,6/5/10,Rosalia - Marcos,24,0.25,F,2,Pterygioteuthis,,0.4,,,19.464
,4,2010,6,6/5/10,Guaymas Basin,27.5,0.4,F,4,Pterygioteuthis,,0.5,,,22.78
,15,2010,6,6/5/10,Guaymas Basin,27,0.35,F,2,Pterygioteuthis,,0.5,,,22.78
,22,2010,6,6/5/10,Guaymas Basin,31.5,0.65,F,5,Pterygioteuthis,,0.3,,,16.148
,25,2010,6,6/5/10,Guaymas Basin,33,0.85,F,3,Pterygioteuthis,,0.3,,,16.148
,11,2010,6,6/5/10,Rosalia - Marcos,20,0.17,M,2,Pterygioteuthis,,0.3,,,16.148
,12,2010,6,6/5/10,Rosalia - Marcos,22.5,0.21,F,2,Pterygioteuthis,,0.4,,,19.464
,4,2010,6,6/5/10,Guaymas Basin,27.5,0.4,F,4,Pterygioteuthis,,0.55,,,24.438
,15,2010,6,6/5/10,Guaymas Basin,27,0.35,F,2,Pterygioteuthis,,0.45,,,21.122
,22,2010,6,6/5/10,Guaymas Basin,31.5,0.65,F,5,Pterygioteuthis,,0.4,,,19.464
,25,2010,6,6/5/10,Guaymas Basin,33,0.85,F,3,Pterygioteuthis,,0.3,,,16.148
,12,2010,6,6/5/10,Rosalia - Marcos,22.5,0.21,F,2,Pterygioteuthis,,0.4,,,19.464
,15,2010,6,6/5/10,Guaymas Basin,27,0.35,F,2,Pterygioteuthis,,0.45,,,21.122
,22,2010,6,6/5/10,Guaymas Basin,31.5,0.65,F,5,Pterygioteuthis,,0.4,,,19.464
,15,2010,6,6/5/10,Guaymas Basin,27,0.35,F,2,Pterygioteuthis,,0.5,,,22.78
,22,2010,6,6/5/10,Guaymas Basin,31.5,0.65,F,5,Pterygioteuthis,,0.4,,,19.464
,2,2010,6,6/5/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,1,42.5665,54.4742,
,5,2010,6,6/5/10,Guaymas Basin,34.5,0.8,F,5,Triphoturus,,1,42.5665,54.4742,
,9,2010,6,6/5/10,Guaymas Basin,30,0.63,F,5,Triphoturus,,0.95,41.1404,52.50211,
,11,2010,6,6/5/10,Guaymas Basin,28.5,0.5,F,2,Triphoturus,,0.8,36.8621,46.58584,
,23,2010,6,6/5/10,Guaymas Basin,29,0.43,M,5,Triphoturus,,0.5,28.3055,34.7533,
,25,2010,6,6/5/10,Guaymas Basin,33,0.85,F,3,Triphoturus,,0.5,28.3055,34.7533,
,1-5?,2010,6,6/5/10,Guaymas Basin,21.5,0.28,F,2,Triphoturus,,0.9,39.7143,50.53002,
,,2010,6,6/5/10,Guaymas Basin,20.5,0.13,F,2,Triphoturus,,1.1,45.4187,58.41838,
,5,2010,6,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,0.8,36.8621,46.58584,
,10,2010,6,6/5/10,Rosalia - Marcos,23.5,0.25,M,3,Triphoturus,,0.85,38.2882,48.55793,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,0.8,36.8621,46.58584,
,16,2010,6,6/5/10,Rosalia - Marcos,28.5,0.44,M,5,Triphoturus,,0.65,32.5838,40.66957,
,17,2010,6,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,1.05,43.9926,56.44629,
,9,2010,6,6/5/10,Guaymas Basin,30,0.63,F,5,Triphoturus,,1,42.5665,54.4742,
,23,2010,6,6/5/10,Guaymas Basin,29,0.43,M,5,Triphoturus,,0.4,25.4533,30.80912,
,,2010,6,6/5/10,Guaymas Basin,20.5,0.13,F,2,Triphoturus,,1,42.5665,54.4742,
,5,2010,6,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,0.7,34.0099,42.64166,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,0.9,39.7143,50.53002,
,17,2010,6,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,1.05,43.9926,56.44629,
,,2010,6,6/5/10,Guaymas Basin,20.5,0.13,F,2,Triphoturus,,0.35,24.0272,28.83703,
,5,2010,6,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,0.9,39.7143,50.53002,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,0.9,39.7143,50.53002,
,17,2010,6,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,0.9,39.7143,50.53002,
,5,2010,6,6/5/10,Rosalia - Marcos,23,0.24,F,2,Triphoturus,,0.9,39.7143,50.53002,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,0.9,39.7143,50.53002,
,17,2010,6,6/5/10,Rosalia - Marcos,24,0.25,F,2,Triphoturus,,0.95,41.1404,52.50211,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,1.1,45.4187,58.41838,
,15,2010,6,6/5/10,Rosalia - Marcos,21.5,0.16,F,2,Triphoturus,,1,42.5665,54.4742,
,2,2010,6,6/7/10,San Carlos Bay,28,0.5,M,5,Pterygioteuthis,,0.35,,,17.806
,3,2010,6,6/7/10,San Carlos Bay,29.5,0.59,F,2,Pterygioteuthis,,0.35,,,17.806
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Pterygioteuthis,,0.35,,,17.806
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.3,,,16.148
,7,2010,6,6/7/10,San Carlos Bay,29,0.59,F,2,Pterygioteuthis,,0.3,,,16.148
,15,2010,6,6/7/10,San Carlos Bay,32,0.75,F,2,Pterygioteuthis,,0.25,,,14.49
,17,2010,6,6/7/10,San Carlos Bay,34.5,0.94,F,2,Pterygioteuthis,URL,0.35,,,17.443
,20,2010,6,6/7/10,San Carlos Bay,31,0.67,M,2,Pterygioteuthis,,0.3,,,16.148
,21,2010,6,6/7/10,San Carlos Bay,31,0.66,M,2,Pterygioteuthis,,0.25,,,14.49
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Pterygioteuthis,URL,0.4,,,18.892
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.4,,,19.464
,7,2010,6,6/7/10,San Carlos Bay,29,0.59,F,2,Pterygioteuthis,URL,0.25,,,14.545
,15,2010,6,6/7/10,San Carlos Bay,32,0.75,F,2,Pterygioteuthis,,0.25,,,14.49
,17,2010,6,6/7/10,San Carlos Bay,34.5,0.94,F,2,Pterygioteuthis,URL,0.35,,,17.443
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Pterygioteuthis,URL,0.3,,,15.994
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.4,,,19.464
,7,2010,6,6/7/10,San Carlos Bay,29,0.59,F,2,Pterygioteuthis,URL,0.3,,,15.994
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Pterygioteuthis,,0.25,,,14.545
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.25,,,14.49
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Pterygioteuthis,URL,0.3,,,15.994
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.3,,,16.148
,6,2010,6,6/7/10,San Carlos Bay,31,0.7,F,2,Pterygioteuthis,,0.3,,,16.148
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Triphoturus,,0.8,36.8621,46.58584,
,15,2010,6,6/7/10,San Carlos Bay,32,0.75,F,2,Triphoturus,,0.3,22.6011,26.86494,
,16,2010,6,6/7/10,San Carlos Bay,30,0.63,F,2,Triphoturus,,0.4,25.4533,30.80912,
,20,2010,6,6/7/10,San Carlos Bay,31,0.67,M,2,Triphoturus,,0.35,24.0272,28.83703,
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Triphoturus,,0.5,28.3055,34.7533,
,15,2010,6,6/7/10,San Carlos Bay,32,0.75,F,2,Triphoturus,,0.4,25.4533,30.80912,
,5,2010,6,6/7/10,San Carlos Bay,30.5,0.65,M,1,Triphoturus,,0.3,22.6011,26.86494,
,10,2010,6,6/8/10,San Raphael,57.5,5.9,F,2,Triphoturus,,0.6,31.1577,38.69748,
,6,2010,6,6/9/10,San Raphael,58,5.2,F,2,Benthosema,,1.85,34.65425,42.94389,
,,2010,6,6/11/10,San Raphael,,,,,Benthosema,,1.85,34.65425,42.94389,
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Benthosema,,0.8,14.7725,16.68192,
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Pterygioteuthis,,0.4,,,19.464
,5,2010,6,6/12/10,Guaymas Basin,35,0.94,F,5,Pterygioteuthis,,0.5,,,22.78
,14,2010,6,6/12/10,Guaymas Basin,33.5,0.64,F,5,Pterygioteuthis,URL,0.35,,,17.443
,15,2010,6,6/12/10,Guaymas Basin,16,0.1,F,1,Pterygioteuthis,,0.4,,,19.464
,16,2010,6,6/12/10,Guaymas Basin,22,1.8,F,2,Pterygioteuthis,URL,0.45,,,20.341
,17,2010,6,6/12/10,Guaymas Basin,24,0.28,M,5,Pterygioteuthis,,0.5,,,22.78
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Pterygioteuthis,,0.3,,,16.148
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Pterygioteuthis,,0.35,,,17.806
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Pterygioteuthis,,0.35,,,17.806
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Pterygioteuthis,,0.8,,,32.728
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Pterygioteuthis,,0.4,,,19.464
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.4,,,19.464
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.4,,,19.464
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.5,,,22.78
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.35,,,17.806
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Pterygioteuthis,,0.3,,,16.148
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,0.8,36.8621,46.58584,
,4,2010,6,6/12/10,Guaymas Basin,26,0.38,F,3,Triphoturus,,1,42.5665,54.4742,
,5,2010,6,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,0.7,34.0099,42.64166,
,14,2010,6,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,0.9,39.7143,50.53002,
,17,2010,6,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,1,42.5665,54.4742,
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,1,42.5665,54.4742,
,19,2010,6,6/12/10,Guaymas Basin,19.5,0.18,F,2,Triphoturus,,0.7,34.0099,42.64166,
,22,2010,6,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,0.6,31.1577,38.69748,
,23,2010,6,6/12/10,Guaymas Basin,31,0.63,F,5,Triphoturus,,0.9,39.7143,50.53002,
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,1.1,45.4187,58.41838,
,4,2010,6,6/12/10,Guaymas Basin,26,0.38,F,3,Triphoturus,,1.2,48.2709,62.36256,
,5,2010,6,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,0.7,34.0099,42.64166,
,14,2010,6,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,1.1,45.4187,58.41838,
,17,2010,6,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,0.95,41.1404,52.50211,
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,0.8,36.8621,46.58584,
,22,2010,6,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,0.5,28.3055,34.7533,
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,0.7,34.0099,42.64166,
,5,2010,6,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,1.05,43.9926,56.44629,
,14,2010,6,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,0.9,39.7143,50.53002,
,17,2010,6,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,0.75,35.436,44.61375,
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,0.95,41.1404,52.50211,
,22,2010,6,6/12/10,Guaymas Basin,24,0.29,F,2,Triphoturus,,0.5,28.3055,34.7533,
,2,2010,6,6/12/10,Guaymas Basin,29,0.5,F,3,Triphoturus,,1,42.5665,54.4742,
,5,2010,6,6/12/10,Guaymas Basin,35,0.94,F,5,Triphoturus,,1,42.5665,54.4742,
,14,2010,6,6/12/10,Guaymas Basin,33.5,0.64,F,5,Triphoturus,,1,42.5665,54.4742,
,17,2010,6,6/12/10,Guaymas Basin,24,0.28,M,5,Triphoturus,,0.95,41.1404,52.50211,
,18,2010,6,6/12/10,Guaymas Basin,31.5,0.67,M,5,Triphoturus,,0.8,36.8621,46.58584,
