Ref,Monthly..,year,Date,Locality,ML,Weight,SEX,Mat.Stage,prey,rostral,item,length,SL,TL,ML,,,
145,s/n,1999,5/24/99,VOLCAN MARIAS,32.5,NA,H,II,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
115,s/n,1999,5/24/99,VOLCAN MARIAS,28.7,NA,M,III,Triphoturus,,Otolith.length1,0.975,41.85345,53.488155,,,,
139,s/n,1999,5/24/99,VOLCAN MARIAS,29.1,NA,M,V,Triphoturus,,Otolith.length1,0.95,41.1404,52.50211,,,,
138,s/n,1999,5/24/99,VOLCAN MARIAS,33.4,NA,H,III,Triphoturus,,Otolith.length1,0.85,38.2882,48.55793,,,,
112,s/n,1999,5/24/99,VOLCAN MARIAS,33,NA,M,V,Triphoturus,,Otolith.length1,0.75,35.436,44.61375,,,,
110,7,1999,5/24/99,VOLCAN MARIAS,32.6,835,H,V,Triphoturus,,Otolith.length1,0.7,34.0099,42.64166,,,,
142,s/n,1999,5/24/99,VOLCAN MARIAS,32,NA,H,II,Triphoturus,,Otolith.length1,0.65,32.5838,40.66957,,,,
141,s/n,1999,5/24/99,VOLCAN MARIAS,33.5,NA,H,II,Triphoturus,,Otolith.length2,0.8,36.8621,46.58584,,,,
115,s/n,1999,5/24/99,VOLCAN MARIAS,28.7,NA,M,III,Triphoturus,,Otolith.length2,0.75,35.436,44.61375,,,,
141,s/n,1999,5/24/99,VOLCAN MARIAS,33.5,NA,H,II,Triphoturus,,Otolith.length3,0.9,39.7143,50.53002,,,,
115,s/n,1999,5/24/99,VOLCAN MARIAS,28.7,NA,M,III,Triphoturus,,Otolith.length3,0.8,36.8621,46.58584,,,,
141,s/n,1999,5/24/99,VOLCAN MARIAS,33.5,NA,H,II,Triphoturus,,Otolith.length4,0.75,35.436,44.61375,,,,
141,s/n,1999,5/24/99,VOLCAN MARIAS,33.5,NA,H,II,Triphoturus,,Otolith.length5,0.85,38.2882,48.55793,,,,
94,5,1999,5/25/99,VOLCAN MARIAS,35,NA,H,III,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
159,1,1999,5/25/99,VOLCAN MARIAS,25.2,362,M,III,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
161,3,1999,5/25/99,VOLCAN MARIAS,25.9,356.4,H,II,Benthosema,,Otolith.length1,1.8375,34.4175625,42.6312475,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Benthosema,,Otolith.length1,1.5,28.027,34.1899,,,,
166,s/n,1999,5/25/99,VOLCAN MARIAS,29.6,NA,H,II,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
169,s/n,1999,5/25/99,VOLCAN MARIAS,33.7,NA,H,II,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
170,s/n,1999,5/25/99,VOLCAN MARIAS,28.8,NA,H,II,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
172,s/n,1999,5/25/99,VOLCAN MARIAS,29.2,NA,M,V,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length1,1.9,35.601,44.19446,,,,
174,s/n,1999,5/25/99,VOLCAN MARIAS,27.1,NA,H,II,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
179,s/n,1999,5/25/99,VOLCAN MARIAS,29.7,NA,M,III,Benthosema,,Otolith.length1,2.05,38.44125,47.94617,,,,
180,s/n,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
181,s/n,1999,5/25/99,VOLCAN MARIAS,33,NA,H,II,Benthosema,,Otolith.length1,1.75,32.76075,40.44275,,,,
182,s/n,1999,5/25/99,VOLCAN MARIAS,34.3,NA,H,II,Benthosema,,Otolith.length1,1.2,22.3465,26.68648,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
187,,1999,5/25/99,VOLCAN MARIAS,31.2,NA,M,V,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
189,,1999,5/25/99,VOLCAN MARIAS,30.7,NA,M,V,Benthosema,,Otolith.length1,2.1,39.388,49.19674,,,,
193,,1999,5/25/99,VOLCAN MARIAS,32.4,NA,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
203,,1999,5/25/99,VOLCAN MARIAS,33.5,NA,H,II,Benthosema,,Otolith.length1,2.05,38.44125,47.94617,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
217,,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
94,5,1999,5/25/99,VOLCAN MARIAS,35,NA,H,III,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
161,3,1999,5/25/99,VOLCAN MARIAS,25.9,356.4,H,II,Benthosema,,Otolith.length2,1.875,35.127625,43.569175,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Benthosema,,Otolith.length2,1.5,28.027,34.1899,,,,
166,s/n,1999,5/25/99,VOLCAN MARIAS,29.6,NA,H,II,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
170,s/n,1999,5/25/99,VOLCAN MARIAS,28.8,NA,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length2,1.85,34.65425,42.94389,,,,
174,s/n,1999,5/25/99,VOLCAN MARIAS,27.1,NA,H,II,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
180,s/n,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
181,s/n,1999,5/25/99,VOLCAN MARIAS,33,NA,H,II,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
187,,1999,5/25/99,VOLCAN MARIAS,31.2,NA,M,V,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
189,,1999,5/25/99,VOLCAN MARIAS,30.7,NA,M,V,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length2,2.15,40.33475,50.44731,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Benthosema,,Otolith.length2,1.875,35.127625,43.569175,,,,
217,,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length2,2.0625,38.6779375,48.2588125,,,,
94,5,1999,5/25/99,VOLCAN MARIAS,35,NA,H,III,Benthosema,,Otolith.length3,2.2,41.2815,51.69788,,,,
161,3,1999,5/25/99,VOLCAN MARIAS,25.9,356.4,H,II,Benthosema,,Otolith.length3,1.425,26.606875,32.314045,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Benthosema,,Otolith.length3,1.575,29.447125,36.065755,,,,
170,s/n,1999,5/25/99,VOLCAN MARIAS,28.8,NA,H,II,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length3,1.95,36.54775,45.44503,,,,
174,s/n,1999,5/25/99,VOLCAN MARIAS,27.1,NA,H,II,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
180,s/n,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
187,,1999,5/25/99,VOLCAN MARIAS,31.2,NA,M,V,Benthosema,,Otolith.length3,2.05,38.44125,47.94617,,,,
189,,1999,5/25/99,VOLCAN MARIAS,30.7,NA,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Benthosema,,Otolith.length3,1.875,35.127625,43.569175,,,,
217,,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length3,1.95,36.54775,45.44503,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Benthosema,,Otolith.length4,1.65,30.86725,37.94161,,,,
170,s/n,1999,5/25/99,VOLCAN MARIAS,28.8,NA,H,II,Benthosema,,Otolith.length4,1.95,36.54775,45.44503,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length4,2.5,46.962,59.2013,,,,
174,s/n,1999,5/25/99,VOLCAN MARIAS,27.1,NA,H,II,Benthosema,,Otolith.length4,1.85,34.65425,42.94389,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length4,1.7,31.814,39.19218,,,,
180,s/n,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
187,,1999,5/25/99,VOLCAN MARIAS,31.2,NA,M,V,Benthosema,,Otolith.length4,2.05,38.44125,47.94617,,,,
189,,1999,5/25/99,VOLCAN MARIAS,30.7,NA,M,V,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Benthosema,,Otolith.length4,2.025,37.967875,47.320885,,,,
217,,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length4,1.95,36.54775,45.44503,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length5,2.05,38.44125,47.94617,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
180,s/n,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length5,1.8,33.7075,41.69332,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length5,2.05,38.44125,47.94617,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Benthosema,,Otolith.length5,2.025,37.967875,47.320885,,,,
217,,1999,5/25/99,VOLCAN MARIAS,32.5,NA,H,II,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
198,,1999,5/25/99,VOLCAN MARIAS,31,NA,M,III,Benthosema,,Otolith.length6,1.95,36.54775,45.44503,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length7,1.85,34.65425,42.94389,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length7,2.1,39.388,49.19674,,,,
173,s/n,1999,5/25/99,VOLCAN MARIAS,28.2,NA,H,II,Benthosema,,Otolith.length8,1.85,34.65425,42.94389,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length8,2.2,41.2815,51.69788,,,,
184,s/n,1999,5/25/99,VOLCAN MARIAS,27.7,NA,H,II,Benthosema,,Otolith.length9,2.1,39.388,49.19674,,,,
188,,1999,5/25/99,VOLCAN MARIAS,29.6,NA,H,II,Pterygioteuthis,,Otolith.length1,0.35,,,17.806,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length1,1.1,45.4187,58.41838,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
169,s/n,1999,5/25/99,VOLCAN MARIAS,33.7,NA,H,II,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
166,s/n,1999,5/25/99,VOLCAN MARIAS,29.6,NA,H,II,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
216,,1999,5/25/99,VOLCAN MARIAS,32.1,NA,H,II,Triphoturus,,Otolith.length1,0.7875,36.505575,46.0928175,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length2,1,42.5665,54.4742,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length2,0.8625,38.644725,49.0509525,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length2,1.125,46.13175,59.404425,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length3,0.95,41.1404,52.50211,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length3,0.7875,36.505575,46.0928175,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length3,0.975,41.85345,53.488155,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length4,0.9,39.7143,50.53002,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length4,0.975,41.85345,53.488155,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length4,0.9375,40.783875,52.0090875,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length5,1.2,48.2709,62.36256,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length5,0.825,37.57515,47.571885,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length5,0.9,39.7143,50.53002,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length6,1,42.5665,54.4742,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length6,0.9,39.7143,50.53002,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length6,0.9,39.7143,50.53002,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length7,1,42.5665,54.4742,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length7,0.9,39.7143,50.53002,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length7,0.975,41.85345,53.488155,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length8,0.95,41.1404,52.50211,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length8,0.8625,38.644725,49.0509525,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length8,0.975,41.85345,53.488155,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length9,0.95,41.1404,52.50211,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length9,0.8625,38.644725,49.0509525,,,,
207,,1999,5/25/99,VOLCAN MARIAS,31.4,NA,H,III,Triphoturus,,Otolith.length9,0.975,41.85345,53.488155,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length10,0.95,41.1404,52.50211,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length10,0.8625,38.644725,49.0509525,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length11,0.95,41.1404,52.50211,,,,
162,4,1999,5/25/99,VOLCAN MARIAS,32.3,740,M,V,Triphoturus,,Otolith.length11,0.8625,38.644725,49.0509525,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length12,0.9,39.7143,50.53002,,,,
178,s/n,1999,5/25/99,VOLCAN MARIAS,34,NA,H,III,Triphoturus,,Otolith.length13,0.9,39.7143,50.53002,,,,
228,12,1999,5/26/99,VOLCAN MARIAS,27.9,NA,M,II,Benthosema,,Otolith.length1,1.725,32.287375,39.817465,,,,
231,15,1999,5/26/99,VOLCAN MARIAS,28.7,NA,H,II,Benthosema,,Otolith.length1,1.875,35.127625,43.569175,,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Benthosema,,Otolith.length1,2.325,43.648375,54.824305,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
244,s/n,1999,5/26/99,VOLCAN MARIAS,32.7,NA,H,II,Benthosema,,Otolith.length1,1.875,35.127625,43.569175,,,,
245,s/n,1999,5/26/99,VOLCAN MARIAS,32.6,NA,H,V,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
246,s/n,1999,5/26/99,VOLCAN MARIAS,36,NA,H,III,Benthosema,,Otolith.length1,1.5,28.027,34.1899,,,,
247,s/n,1999,5/26/99,VOLCAN MARIAS,32,NA,H,V,Benthosema,,Otolith.length1,1.725,32.287375,39.817465,,,,
248,s/n,1999,5/26/99,VOLCAN MARIAS,32.2,NA,H,II,Benthosema,,Otolith.length1,1.725,32.287375,39.817465,,,,
250,1,1999,5/26/99,VOLCAN MARIAS,31.3,877.2,H,III,Benthosema,,Otolith.length1,2.175,40.808125,51.072595,,,,
231,15,1999,5/26/99,VOLCAN MARIAS,28.7,NA,H,II,Benthosema,,Otolith.length2,1.95,36.54775,45.44503,,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Benthosema,,Otolith.length2,1.95,36.54775,45.44503,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Benthosema,,Otolith.length2,1.875,35.127625,43.569175,,,,
244,s/n,1999,5/26/99,VOLCAN MARIAS,32.7,NA,H,II,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
245,s/n,1999,5/26/99,VOLCAN MARIAS,32.6,NA,H,V,Benthosema,,Otolith.length2,1.65,30.86725,37.94161,,,,
248,s/n,1999,5/26/99,VOLCAN MARIAS,32.2,NA,H,II,Benthosema,,Otolith.length2,1.95,36.54775,45.44503,,,,
231,15,1999,5/26/99,VOLCAN MARIAS,28.7,NA,H,II,Benthosema,,Otolith.length3,1.95,36.54775,45.44503,,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Benthosema,,Otolith.length3,1.95,36.54775,45.44503,,,,
248,s/n,1999,5/26/99,VOLCAN MARIAS,32.2,NA,H,II,Benthosema,,Otolith.length3,1.7625,32.9974375,40.7553925,,,,
249,,1999,5/26/99,VOLCAN MARIAS,27,NA,H,II,Pterygioteuthis,,Otolith.length1,0.375,,,18.635,,,
247,,1999,5/26/99,VOLCAN MARIAS,32,NA,H,V,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
245,,1999,5/26/99,VOLCAN MARIAS,32.6,NA,H,V,Pterygioteuthis,,Otolith.length1,0.4875,,,22.3655,,,
233,,1999,5/26/99,VOLCAN MARIAS,35.3,NA,H,III,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Triphoturus,,Otolith.length1,1.125,46.13175,59.404425,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
244,s/n,1999,5/26/99,VOLCAN MARIAS,32.7,NA,H,II,Triphoturus,,Otolith.length1,0.8625,38.644725,49.0509525,,,,
245,s/n,1999,5/26/99,VOLCAN MARIAS,32.6,NA,H,V,Triphoturus,,Otolith.length1,0.825,37.57515,47.571885,,,,
248,s/n,1999,5/26/99,VOLCAN MARIAS,32.2,NA,H,II,Triphoturus,,Otolith.length1,0.75,35.436,44.61375,,,,
218,1,1999,5/26/99,VOLCAN MARIAS,29,NA,H,II,Triphoturus,,Otolith.length1,0.7125,34.366425,43.1346825,,,,
225,8,1999,5/26/99,VOLCAN MARIAS,27.8,NA,M,V,Triphoturus,,Otolith.length1,0.7125,34.366425,43.1346825,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length1,0.675,33.29685,41.655615,,,,
241,25,1999,5/26/99,VOLCAN MARIAS,39.4,NA,H,III,Triphoturus,,Otolith.length1,0.675,33.29685,41.655615,,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Triphoturus,,Otolith.length2,0.9,39.7143,50.53002,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length2,0.7875,36.505575,46.0928175,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length2,0.975,41.85345,53.488155,,,,
244,s/n,1999,5/26/99,VOLCAN MARIAS,32.7,NA,H,II,Triphoturus,,Otolith.length2,0.75,35.436,44.61375,,,,
245,s/n,1999,5/26/99,VOLCAN MARIAS,32.6,NA,H,V,Triphoturus,,Otolith.length2,0.9,39.7143,50.53002,,,,
225,8,1999,5/26/99,VOLCAN MARIAS,27.8,NA,M,V,Triphoturus,,Otolith.length2,0.75,35.436,44.61375,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length2,0.75,35.436,44.61375,,,,
232,16,1999,5/26/99,VOLCAN MARIAS,27.6,NA,M,II,Triphoturus,,Otolith.length3,0.825,37.57515,47.571885,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length3,0.825,37.57515,47.571885,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length3,0.825,37.57515,47.571885,,,,
244,s/n,1999,5/26/99,VOLCAN MARIAS,32.7,NA,H,II,Triphoturus,,Otolith.length3,0.75,35.436,44.61375,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length3,0.825,37.57515,47.571885,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length4,0.7875,36.505575,46.0928175,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length4,0.75,35.436,44.61375,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length4,0.9,39.7143,50.53002,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length5,0.825,37.57515,47.571885,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length5,0.675,33.29685,41.655615,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length5,0.75,35.436,44.61375,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length6,0.825,37.57515,47.571885,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length6,0.7125,34.366425,43.1346825,,,,
237,21,1999,5/26/99,VOLCAN MARIAS,33.9,NA,H,IV,Triphoturus,,Otolith.length6,0.675,33.29685,41.655615,,,,
253,4,1999,5/26/99,VOLCAN MARIAS,34.3,901.9,H,III,Triphoturus,,Otolith.length7,0.825,37.57515,47.571885,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length7,0.8625,38.644725,49.0509525,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length8,0.9,39.7143,50.53002,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length9,0.825,37.57515,47.571885,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length11,0.7875,36.505575,46.0928175,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length12,0.75,35.436,44.61375,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length13,0.75,35.436,44.61375,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length14,0.75,35.436,44.61375,,,,
254,5,1999,5/26/99,VOLCAN MARIAS,30.3,669.7,M,III,Triphoturus,,Otolith.length15,0.675,33.29685,41.655615,,,,
,26,2000,10/29/00,IMECOCAL,29,NA,H,II,Triphoturus,,Otolith.length1,0.25,21.175,24.89285,,,,
SR Jun 2005,12,2005,6/13/05,SANTA ROSALIA 13/06/05,43.5,NA,F,2,Pterygioteuthis,,Otolith.length1,0.55,,,24.438,,,
SR Jul 2006,25,2006,7/8/06,SR,67,NA,F,III,Benthosema,,Otolith.length1,1.95,36.54775,45.44503,,,,
SR Jul 2006,41,2006,7/14/06,SR,58,NA,F,III,Pterygioteuthis,,Otolith.length1,0.5,,,22.78,,,
SR Jul 2006,41,2006,7/14/06,SR,58,NA,F,III,Pterygioteuthis,,Otolith.length2,0.5,,,22.78,,,
SR Jul 2006,41,2006,7/14/06,SR,58,NA,F,III,Pterygioteuthis,,Otolith.length3,0.4,,,19.464,,,
